,현재가,거래량,체결시간,시가,고가,저가,대업종구분,소업종구분,종목정보,전일종가
0,-31550,7289,20231023153000,+31544,+31550,+31541,,,,
1,-31544,5755,20231023150000,+31531,+31584,+31509,,,,
2,-31542,6370,20231023143000,+31567,+31572,+31513,,,,
3,-31565,5832,20231023140000,+31537,+31589,+31520,,,,
4,-31544,5214,20231023133000,+31610,+31627,+31533,,,,
5,-31610,4369,20231023130000,+31587,+31676,+31583,,,,
6,-31601,3352,20231023123000,+31615,+31637,+31581,,,,
7,-31615,3545,20231023120000,+31602,+31633,+31572,,,,
8,-31604,4105,20231023113000,+31643,+31675,+31586,,,,
9,-31642,5415,20231023110000,+31732,+31739,+31624,,,,
10,-31719,4909,20231023103000,+31763,+31784,+31700,,,,
11,-31763,6023,20231023100000,+31767,+31796,-31700,,,,
12,-31765,7547,20231023093000,-31645,+31795,-31626,,,,
13,-31644,17593,20231023090000,+31743,+31830,+31600,,,,
14,-31796,13092,20231020153000,+31790,+31800,+31780,,,,
15,-31790,6869,20231020150000,+31799,+31843,+31773,,,,
16,-31794,8534,20231020143000,+31949,+31953,+31771,,,,
17,-31947,6363,20231020140000,+31966,+31971,+31901,,,,
18,-31953,7059,20231020133000,+31914,+31993,+31914,,,,
19,-31931,4983,20231020130000,+31885,+31939,+31869,,,,
20,-31882,4437,20231020123000,+31856,+31924,+31821,,,,
21,-31856,4158,20231020120000,+31839,+31889,+31831,,,,
22,-31842,5301,20231020113000,+31713,+31861,+31694,,,,
23,-31713,5438,20231020110000,+31716,+31766,+31691,,,,
24,-31715,6257,20231020103000,+31740,+31762,+31691,,,,
25,-31727,9107,20231020100000,+31692,+31767,+31628,,,,
26,-31689,10869,20231020093000,+31796,+31799,+31647,,,,
27,-31776,20247,20231020090000,+31945,+32018,+31744,,,,
28,-32276,13221,20231019153000,+32287,+32287,+32275,,,,
29,-32287,6876,20231019150000,+32295,+32306,+32255,,,,
30,-32296,7508,20231019143000,+32304,+32318,+32265,,,,
31,-32288,6047,20231019140000,+32322,+32337,+32285,,,,
32,-32318,6248,20231019133000,+32307,+32336,+32263,,,,
33,-32306,5310,20231019130000,+32323,+32342,+32297,,,,
34,-32321,4570,20231019123000,+32273,+32333,+32258,,,,
35,-32259,5952,20231019120000,+32307,+32346,+32240,,,,
36,-32320,5724,20231019113000,+32355,+32360,+32299,,,,
37,-32335,6057,20231019110000,+32368,+32418,+32335,,,,
38,-32370,7654,20231019103000,+32481,+32508,+32351,,,,
39,-32467,7697,20231019100000,+32462,+32493,+32383,,,,
40,-32461,9755,20231019093000,+32371,+32483,+32345,,,,
41,-32369,23095,20231019090000,+32475,+32484,+32328,,,,
42,+32882,20327,20231018153000,+32879,+32882,+32868,,,,
43,+32879,8429,20231018150000,+32869,+32906,+32843,,,,
44,+32881,11737,20231018143000,+32804,+32885,+32804,,,,
45,+32822,8017,20231018140000,+32856,+32857,+32803,,,,
46,+32858,8080,20231018133000,+32846,+32892,+32833,,,,
47,+32833,7467,20231018130000,+32877,+32889,+32827,,,,
48,+32866,6128,20231018123000,+32870,+32882,+32836,,,,
49,+32857,6300,20231018120000,+32865,+32901,+32842,,,,
50,+32850,4837,20231018113000,+32842,+32876,+32793,,,,
51,+32856,5704,20231018110000,+32766,+32866,+32766,,,,
52,+32782,6787,20231018103000,+32817,+32842,+32760,,,,
53,+32822,7358,20231018100000,+32739,+32822,-32700,,,,
54,+32741,12256,20231018093000,+32737,+32829,-32715,,,,
55,-32719,20703,20231018090000,-32632,+32770,-32612,,,,
56,+32735,6633,20231017153000,+32763,+32763,+32735,,,,
57,+32763,6704,20231017150000,+32764,+32826,+32749,,,,
58,+32763,6613,20231017143000,+32727,+32811,+32714,,,,
59,+32720,5160,20231017140000,+32739,+32784,+32698,,,,
60,+32740,4970,20231017133000,+32779,+32797,+32715,,,,
61,+32784,5055,20231017130000,+32749,+32809,+32725,,,,
62,+32746,5155,20231017123000,+32798,+32809,+32691,,,,
63,+32788,6924,20231017120000,+32639,+32801,+32626,,,,
64,+32634,4025,20231017113000,+32615,+32663,+32597,,,,
65,+32615,3748,20231017110000,+32621,+32672,+32581,,,,
66,+32633,5436,20231017103000,+32533,+32646,+32501,,,,
67,+32530,6160,20231017100000,+32587,+32598,+32515,,,,
68,+32585,7712,20231017093000,+32588,+32615,+32506,,,,
69,+32604,14166,20231017090000,+32570,+32631,+32527,,,,
70,-32329,9563,20231016153000,+32354,+32358,+32329,,,,
71,-32354,5851,20231016150000,+32283,+32373,+32272,,,,
72,-32285,7985,20231016143000,+32274,+32297,+32209,,,,
73,-32273,6559,20231016140000,+32211,+32279,+32191,,,,
74,-32195,4386,20231016133000,+32181,+32217,+32146,,,,
75,-32167,4149,20231016130000,+32175,+32199,+32132,,,,
76,-32182,3385,20231016123000,+32156,+32184,+32134,,,,
77,-32154,5137,20231016120000,+32238,+32248,+32132,,,,
78,-32236,3729,20231016113000,+32276,+32299,+32223,,,,
79,-32277,5151,20231016110000,+32292,+32315,+32219,,,,
80,-32292,5128,20231016103000,+32394,+32424,+32292,,,,
81,-32395,6787,20231016100000,+32381,+32476,+32364,,,,
82,-32401,7490,20231016093000,+32500,+32522,+32350,,,,
83,-32498,17797,20231016090000,-32410,+32600,-32393,,,,
84,-32577,5253,20231013153000,+32593,+32595,+32577,,,,
85,-32593,4872,20231013150000,+32602,+32613,+32570,,,,
86,-32607,5790,20231013143000,+32606,+32617,+32572,,,,
87,-32591,5535,20231013140000,+32572,+32612,+32547,,,,
88,-32574,4880,20231013133000,+32609,+32631,+32550,,,,
89,-32611,4585,20231013130000,+32617,+32646,+32585,,,,
90,-32634,5165,20231013123000,+32610,+32642,+32560,,,,
91,-32624,4083,20231013120000,+32656,+32675,+32606,,,,
92,-32657,4654,20231013113000,+32660,+32677,+32638,,,,
93,-32674,5190,20231013110000,+32639,+32701,+32629,,,,
94,-32655,6780,20231013103000,+32658,+32674,+32591,,,,
95,-32658,6517,20231013100000,+32656,+32699,+32606,,,,
96,-32657,9817,20231013093000,+32640,+32685,+32573,,,,
97,-32642,18654,20231013090000,+32611,+32733,+32543,,,,
98,+32885,19027,20231012153000,+32848,+32885,+32844,,,,
99,+32848,5904,20231012150000,+32749,+32874,+32720,,,,
100,+32742,7277,20231012143000,+32734,+32784,+32698,,,,
101,+32723,5047,20231012140000,+32738,+32760,+32698,,,,
102,+32755,5026,20231012133000,+32747,+32781,+32724,,,,
103,+32764,5224,20231012130000,+32771,+32803,+32741,,,,
104,+32768,4087,20231012123000,+32747,+32803,+32736,,,,
105,+32746,3730,20231012120000,+32735,+32761,+32708,,,,
106,+32735,4995,20231012113000,+32809,+32820,+32701,,,,
107,+32792,5414,20231012110000,+32800,+32819,+32741,,,,
108,+32801,6236,20231012103000,+32790,+32839,+32773,,,,
109,+32772,8522,20231012100000,+32855,+32858,+32741,,,,
110,+32842,9902,20231012093000,+32781,+32860,+32753,,,,
111,+32764,18429,20231012090000,+32689,+32834,+32689,,,,
112,+32474,15101,20231011153000,+32479,+32479,+32458,,,,
113,+32479,6913,20231011150000,+32573,+32579,+32421,,,,
114,+32554,6858,20231011143000,+32613,+32644,+32551,,,,
115,+32618,7116,20231011140000,+32568,+32643,+32541,,,,
116,+32556,7806,20231011133000,+32630,+32636,+32537,,,,
117,+32630,8462,20231011130000,+32717,+32726,+32587,,,,
118,+32703,5075,20231011123000,+32661,+32726,+32657,,,,
119,+32661,4627,20231011120000,+32635,+32679,+32614,,,,
120,+32634,5139,20231011113000,+32596,+32670,+32594,,,,
121,+32600,6123,20231011110000,+32593,+32616,+32554,,,,
122,+32591,7099,20231011103000,+32551,+32614,+32539,,,,
123,+32552,8109,20231011100000,+32530,+32589,+32474,,,,
124,+32531,9286,20231011093000,+32511,+32595,+32506,,,,
125,+32514,21398,20231011090000,+32396,+32550,+32395,,,,
126,+31911,9500,20231010153000,+31936,+31936,+31906,,,,
127,+31936,8354,20231010150000,+31989,+32007,+31911,,,,
128,+31971,9064,20231010143000,+31935,+32064,+31930,,,,
129,+31935,8663,20231010140000,+32062,+32067,+31923,,,,
130,+32061,5838,20231010133000,+32077,+32090,+32029,,,,
131,+32059,7936,20231010130000,+32114,+32116,+31997,,,,
132,+32101,5639,20231010123000,+32192,+32201,+32092,,,,
133,+32195,4431,20231010120000,+32244,+32265,+32174,,,,
134,+32244,3806,20231010113000,+32266,+32308,+32238,,,,
135,+32278,5909,20231010110000,+32296,+32359,+32258,,,,
136,+32292,6364,20231010103000,+32355,+32386,+32257,,,,
137,+32341,9006,20231010100000,+32352,+32373,+32283,,,,
138,+32355,13277,20231010093000,+32455,+32483,+32339,,,,
139,+32458,31030,20231010090000,+32297,+32485,+32260,,,,
140,+31894,5870,20231006153000,+31915,+31915,+31893,,,,
141,+31915,5699,20231006150000,+31871,+31939,-31853,,,,
142,+31870,7776,20231006143000,+31921,+31942,-31844,,,,
143,+31940,6086,20231006140000,+31933,+31964,+31902,,,,
144,+31932,4553,20231006133000,+31923,+31944,+31888,,,,
145,+31924,5387,20231006130000,+31930,+31960,+31896,,,,
146,+31941,3698,20231006123000,+31925,+31942,+31896,,,,
147,+31926,3689,20231006120000,+31949,+31980,+31899,,,,
148,+31967,4599,20231006113000,+31908,+31971,+31886,,,,
149,+31909,6166,20231006110000,+31947,+31954,-31847,,,,
150,+31946,6435,20231006103000,+31946,+32000,+31920,,,,
151,+31960,6155,20231006100000,+32002,+32027,+31917,,,,
152,+32003,7241,20231006093000,+32006,+32034,+31888,,,,
153,+32007,14185,20231006090000,+31927,+32067,+31891,,,,
154,-31858,9327,20231005153000,+31879,+31879,+31853,,,,
155,-31879,7772,20231005150000,+31877,+31903,+31846,,,,
156,-31876,8678,20231005143000,+31973,+31992,+31875,,,,
157,+31971,7348,20231005140000,+32028,+32048,+31964,,,,
158,+32043,5891,20231005133000,+32092,+32113,+32023,,,,
159,+32106,4616,20231005130000,+32107,+32117,+32079,,,,
160,+32108,4312,20231005123000,+32118,+32136,+32087,,,,
161,+32102,3647,20231005120000,+32106,+32139,+32079,,,,
162,+32089,3772,20231005113000,+32095,+32121,+32068,,,,
163,+32094,4562,20231005110000,+32126,+32135,+32044,,,,
164,+32112,6783,20231005103000,+32032,+32133,+32005,,,,
165,+32030,8578,20231005100000,+31958,+32084,-31941,,,,
166,-31944,9874,20231005093000,-31894,+31992,-31878,,,,
167,-31891,19363,20231005090000,+32146,+32171,+31878,,,,
168,-31945,13782,20231004153000,+31918,+31947,+31918,,,,
169,-31918,8579,20231004150000,+31918,+31939,+31888,,,,
170,-31901,10333,20231004143000,+31961,+31988,+31888,,,,
171,-31959,7314,20231004140000,+32029,+32032,+31935,,,,
172,-32033,7598,20231004133000,+31952,+32037,+31937,,,,
173,-31952,5968,20231004130000,+31942,+31975,+31925,,,,
174,-31941,6865,20231004123000,+32027,+32031,+31923,,,,
175,-32028,6240,20231004120000,+32005,+32075,+31974,,,,
176,-32004,6003,20231004113000,+31977,+32014,+31944,,,,
177,-31979,6962,20231004110000,+31997,+32016,+31944,,,,
178,-31998,8789,20231004103000,+31964,+32007,+31922,,,,
179,-31950,10662,20231004100000,+31983,+32023,+31922,,,,
180,-31998,14957,20231004093000,+32081,+32098,+31957,,,,
181,-32083,35103,20231004090000,+32261,+32261,+32064,,,,
182,-32671,14046,20230927153000,+32743,+32743,+32671,,,,
183,+32743,5657,20230927150000,-32659,+32750,-32641,,,,
184,-32643,5975,20230927143000,+32614,+32669,+32605,,,,
185,-32612,4239,20230927140000,+32580,+32635,+32572,,,,
186,-32598,4923,20230927133000,+32584,+32639,+32558,,,,
187,-32582,3599,20230927130000,+32560,+32610,+32549,,,,
188,-32581,3410,20230927123000,+32550,+32587,+32510,,,,
189,-32550,3523,20230927120000,+32565,+32594,+32515,,,,
190,-32565,2956,20230927113000,+32580,+32613,+32551,,,,
191,-32585,3946,20230927110000,+32646,+32650,+32550,,,,
192,-32642,4659,20230927103000,+32671,+32704,-32584,,,,
193,-32685,5629,20230927100000,-32519,+32694,-32519,,,,
194,-32521,5960,20230927093000,+32546,+32619,+32521,,,,
195,-32544,13081,20230927090000,+32505,+32702,+32473,,,,
196,-32690,7876,20230926153000,+32687,+32694,+32686,,,,
197,-32687,5181,20230926150000,+32697,+32746,+32668,,,,
198,-32712,5607,20230926143000,+32712,+32766,+32684,,,,
199,-32714,4831,20230926140000,+32700,+32737,+32682,,,,
200,-32685,5002,20230926133000,+32710,+32739,+32674,,,,
201,-32712,4270,20230926130000,+32753,+32764,+32691,,,,
202,-32751,4610,20230926123000,+32713,+32755,+32683,,,,
203,-32699,3339,20230926120000,+32700,+32747,+32681,,,,
204,-32684,4110,20230926113000,+32716,+32719,+32663,,,,
205,-32716,4613,20230926110000,+32713,+32739,+32678,,,,
206,-32714,6359,20230926103000,+32802,+32822,+32687,,,,
207,-32801,5788,20230926100000,+32746,+32815,+32742,,,,
208,-32762,10123,20230926093000,+32814,+32861,+32729,,,,
209,-32820,18316,20230926090000,+33151,+33156,+32793,,,,
210,-33158,7627,20230925153000,+33151,+33158,+33150,,,,
211,-33151,6616,20230925150000,+33140,+33172,-33084,,,,
212,-33127,6288,20230925143000,+33212,+33220,+33116,,,,
213,33202,5983,20230925140000,-33193,+33248,-33153,,,,
214,-33193,4263,20230925133000,+33198,+33235,-33175,,,,
215,-33197,3843,20230925130000,-33168,+33218,-33146,,,,
216,-33170,3856,20230925123000,+33151,+33221,-33137,,,,
217,-33139,3179,20230925120000,+33090,+33154,+33090,,,,
218,-33108,3479,20230925113000,+33033,+33120,+33032,,,,
219,-33045,5794,20230925110000,+33128,+33139,+33010,,,,
220,-33116,5565,20230925103000,+33158,+33207,+33107,,,,
221,-33173,5025,20230925100000,+33213,+33253,+33155,,,,
222,+33210,9127,20230925093000,+33226,+33257,-33119,,,,
223,+33242,13755,20230925090000,-33140,+33265,-33078,,,,
224,-33202,5464,20230922153000,+33201,+33215,+33199,,,,
225,-33201,5325,20230922150000,+33202,+33216,+33171,,,,
226,-33201,5690,20230922143000,+33195,+33257,+33171,,,,
227,-33199,3975,20230922140000,+33175,+33209,+33154,,,,
228,-33173,4384,20230922133000,+33207,+33212,+33130,,,,
229,-33194,4943,20230922130000,+33190,+33259,+33166,,,,
230,-33175,3288,20230922123000,+33173,+33213,+33156,,,,
231,-33184,3811,20230922120000,+33139,+33203,+33099,,,,
232,-33145,3756,20230922113000,+33150,+33177,+33107,,,,
233,-33161,4303,20230922110000,+33155,+33198,+33132,,,,
234,-33155,6190,20230922103000,+33055,+33171,+33035,,,,
235,-33055,6646,20230922100000,+33035,+33060,+32960,,,,
236,-33035,10232,20230922093000,+32954,+33046,+32911,,,,
237,-32954,19021,20230922090000,+32990,+33085,+32919,,,,
238,-33304,6630,20230921153000,+33341,+33341,+33303,,,,
239,-33341,6181,20230921150000,+33340,+33346,+33301,,,,
240,-33342,7124,20230921143000,+33351,+33372,+33321,,,,
241,-33346,5687,20230921140000,+33340,+33380,+33329,,,,
242,-33343,5098,20230921133000,+33364,+33395,+33338,,,,
243,-33364,6116,20230921130000,+33357,+33387,+33308,,,,
244,-33358,4748,20230921123000,+33397,+33410,+33352,,,,
245,-33397,4838,20230921120000,+33424,+33438,+33379,,,,
246,-33420,4865,20230921113000,+33476,+33479,+33400,,,,
247,-33476,4421,20230921110000,+33505,+33513,+33452,,,,
248,-33502,5984,20230921103000,+33475,+33549,+33457,,,,
249,-33486,7113,20230921100000,+33530,+33562,+33468,,,,
250,-33528,10761,20230921093000,+33683,+33683,+33485,,,,
251,-33681,16763,20230921090000,+33673,+33754,+33635,,,,
252,-33875,6882,20230920153000,+33885,+33891,+33873,,,,
253,+33885,5879,20230920150000,-33809,+33901,-33807,,,,
254,-33821,7008,20230920143000,+33768,+33864,+33765,,,,
255,-33783,5667,20230920140000,+33784,+33804,+33757,,,,
256,-33797,5365,20230920133000,+33809,+33822,+33772,,,,
257,-33822,4478,20230920130000,+33818,+33849,+33803,,,,
258,-33818,4740,20230920123000,+33860,+33886,+33800,,,,
259,-33861,3753,20230920120000,-33833,+33887,-33823,,,,
260,-33820,3939,20230920113000,+33833,+33867,+33812,,,,
261,-33830,6289,20230920110000,+33829,+33856,+33795,,,,
262,-33829,8188,20230920103000,+33877,+33901,+33823,,,,
263,-33875,10781,20230920100000,+33900,+33926,-33845,,,,
264,+33903,10849,20230920093000,+33920,+33987,+33887,,,,
265,+33920,20528,20230920090000,-33854,+33967,-33840,,,,
266,-33882,6204,20230919153000,+33876,+33884,+33859,,,,
267,-33876,5023,20230919150000,+33862,+33888,+33848,,,,
268,-33875,6274,20230919143000,+33862,+33885,+33821,,,,
269,-33848,5515,20230919140000,+33898,+33911,+33826,,,,
270,-33898,5927,20230919133000,+33919,+33922,+33872,,,,
271,-33920,5096,20230919130000,+33922,+33947,+33897,,,,
272,-33936,5291,20230919123000,+33952,+33984,+33913,,,,
273,-33951,3306,20230919120000,+33950,+33980,+33932,,,,
274,-33949,4962,20230919113000,+33976,+33993,+33895,,,,
275,-33991,6513,20230919110000,+34016,+34045,+33968,,,,
276,-34030,6767,20230919103000,33993,+34049,-33976,,,,
277,-33991,6538,20230919100000,+34038,+34060,+33983,,,,
278,-34044,9327,20230919093000,+34151,+34207,+34023,,,,
279,+34167,19308,20230919090000,+34150,+34218,+34074,,,,
280,-34067,8992,20230918153000,+34093,+34093,+34051,,,,
281,-34093,5518,20230918150000,+34091,+34138,+34069,,,,
282,-34107,5911,20230918143000,+34088,+34130,+34082,,,,
283,-34091,5214,20230918140000,+34121,+34159,+34077,,,,
284,-34142,4719,20230918133000,+34149,+34173,+34107,,,,
285,-34160,4478,20230918130000,+34142,+34179,+34125,,,,
286,-34142,3895,20230918123000,+34132,+34177,+34125,,,,
287,-34143,4602,20230918120000,+34157,+34168,+34103,,,,
288,-34156,4544,20230918113000,+34194,+34210,+34136,,,,
289,-34208,5229,20230918110000,+34218,+34251,+34182,,,,
290,-34216,7219,20230918103000,+34257,+34258,+34186,,,,
291,-34257,7913,20230918100000,+34250,+34312,+34226,,,,
292,-34255,10273,20230918093000,+34276,+34325,+34233,,,,
293,-34276,22005,20230918090000,+34298,+34439,+34246,,,,
294,+34498,29091,20230915153000,+34498,+34525,+34498,,,,
295,+34498,8074,20230915150000,+34539,+34557,+34475,,,,
296,+34539,8523,20230915143000,+34522,+34561,+34513,,,,
297,+34524,8543,20230915140000,+34562,+34588,+34493,,,,
298,+34561,8086,20230915133000,+34555,+34629,+34542,,,,
299,+34571,6736,20230915130000,+34555,+34576,+34517,,,,
300,+34555,5307,20230915123000,+34533,+34569,+34496,,,,
